Província,Tipus de fet,Àmbit fet,Sexe,Edat,Nombre víctimes,Date,Municipi_clean,Comarca_clean,Rol_autor,Rol_victima
barcelona,delicte,islamofobia,dona,43,1,2024-02-01,resta municipis,garraf,False,True
tarragona,delicte,islamofobia,home,30,1,2024-02-01,resta municipis,tarragones,False,True
tarragona,delicte,islamofobia,home,44,1,2024-02-01,resta municipis,tarragones,True,False
tarragona,delicte,islamofobia,dona,38,1,2024-02-01,resta municipis,tarragones,False,True
girona,delicte,islamofobia,home,46,1,2024-02-01,resta municipis,selva,True,False
girona,delicte,islamofobia,home,14,1,2024-02-01,resta municipis,selva,True,False
girona,delicte,islamofobia,home,13,1,2024-02-01,resta municipis,selva,False,True
girona,delicte,islamofobia,home,13,1,2024-02-01,resta municipis,selva,True,False
girona,delicte,islamofobia,home,14,1,2024-02-01,resta municipis,selva,True,False
girona,delicte,islamofobia,home,13,1,2024-02-01,resta municipis,selva,True,False
girona,delicte,islamofobia,home,13,1,2024-02-01,resta municipis,selva,True,False
barcelona,altres,etnic/origen nacional/origen racial,dona,34,1,2024-02-01,resta municipis,barcelones,False,True
barcelona,delicte,lgtbi fobia,dona,49,1,2024-02-01,resta municipis,valles occidental,False,True
barcelona,delicte,lgtbi fobia,home,64,1,2024-02-01,resta municipis,valles occidental,False,True
barcelona,delicte,lgtbi fobia,home,58,1,2024-02-01,resta municipis,valles occidental,False,True
barcelona,delicte,lgtbi fobia,home,21,1,2024-02-01,resta municipis,valles occidental,False,True
barcelona,delicte,lgtbi fobia,dona,58,1,2024-02-01,resta municipis,valles occidental,False,True
barcelona,delicte,orientacio politica,dona,49,1,2024-02-01,resta municipis,valles occidental,False,True
barcelona,delicte,orientacio politica,home,64,1,2024-02-01,resta municipis,valles occidental,False,True
barcelona,delicte,orientacio politica,home,58,1,2024-02-01,resta municipis,valles occidental,False,True
barcelona,delicte,orientacio politica,home,21,1,2024-02-01,resta municipis,valles occidental,False,True
barcelona,delicte,orientacio politica,dona,58,1,2024-02-01,resta municipis,valles occidental,False,True
barcelona,delicte,lgtbi fobia,dona,35,1,2024-02-01,resta municipis,valles oriental,True,False
barcelona,delicte,lgtbi fobia,home,7,1,2024-02-01,resta municipis,valles oriental,False,True
barcelona,delicte,orientacio politica,dona,51,1,2024-02-01,resta municipis,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,20,1,2024-02-01,resta municipis,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,27,1,2024-02-01,resta municipis,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,18,1,2024-02-01,resta municipis,barcelones,True,False
barcelona,altres,lgtbi fobia,home,38,1,2024-02-01,resta municipis,barcelones,False,True
barcelona,delicte,orientacio politica,dona,64,1,2024-02-01,resta municipis,valles occidental,False,True
barcelona,delicte,lgtbi fobia,dona,30,1,2024-02-01,resta municipis,valles occidental,False,True
girona,delicte,orientacio politica,dona,33,1,2024-02-01,resta municipis,selva,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,28,1,2024-02-01,resta municipis,maresme,True,False
barcelona,delicte,etnic/origen nacional/origen racial,dona,24,1,2024-02-01,resta municipis,maresme,True,False
barcelona,delicte,etnic/origen nacional/origen racial,dona,24,1,2024-02-01,resta municipis,maresme,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,35,1,2024-02-01,resta municipis,maresme,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,79,1,2024-02-01,resta municipis,valles occidental,True,False
barcelona,delicte,etnic/origen nacional/origen racial,dona,34,1,2024-02-01,resta municipis,valles occidental,False,True
tarragona,delicte,islamofobia,dona,18,1,2024-02-01,resta municipis,baix penedes,False,True
tarragona,delicte,islamofobia,dona,76,1,2024-02-01,resta municipis,baix penedes,True,False
tarragona,delicte,islamofobia,dona,76,1,2024-02-01,resta municipis,baix penedes,False,True
girona,delicte,lgtbi fobia,dona,25,1,2024-02-01,resta municipis,selva,True,False
girona,delicte,lgtbi fobia,home,21,1,2024-02-01,resta municipis,selva,False,True
barcelona,faltes administratives,etnic/origen nacional/origen racial,home,79,1,2024-02-01,resta municipis,valles occidental,True,False
barcelona,faltes administratives,etnic/origen nacional/origen racial,dona,34,1,2024-02-01,resta municipis,valles occidental,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,46,1,2024-02-01,resta municipis,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,39,1,2024-02-01,resta municipis,barcelones,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,13,1,2024-02-01,resta municipis,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,13,1,2024-02-01,resta municipis,barcelones,False,True
barcelona,delicte,lgtbi fobia,dona,38,1,2024-02-01,resta municipis,barcelones,False,True
barcelona,delicte,islamofobia,home,66,1,2024-02-01,resta municipis,maresme,True,False
barcelona,delicte,islamofobia,dona,26,1,2024-02-01,resta municipis,maresme,False,True
barcelona,delicte,islamofobia,dona,68,1,2024-02-01,resta municipis,maresme,True,False
barcelona,delicte,discapacitat intellectual/mental,dona,72,1,2024-02-01,resta municipis,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,37,1,2024-03-01,resta municipis,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,41,1,2024-03-01,resta municipis,barcelones,True,False
girona,delicte,etnic/origen nacional/origen racial,home,33,1,2024-03-01,resta municipis,baix emporda,True,False
girona,delicte,etnic/origen nacional/origen racial,home,22,1,2024-03-01,resta municipis,baix emporda,False,True
barcelona,faltes administratives,lgtbi fobia,home,35,1,2024-03-01,resta municipis,osona,True,False
tarragona,delicte,antisemita,home,67,1,2024-03-01,resta municipis,baix ebre,False,True
tarragona,delicte,antisemita,home,44,1,2024-03-01,resta municipis,baix ebre,False,True
tarragona,delicte,antisemita,home,28,1,2024-03-01,resta municipis,baix ebre,False,True
tarragona,delicte,antisemita,home,20,1,2024-03-01,resta municipis,baix ebre,False,True
tarragona,delicte,antisemita,home,44,1,2024-03-01,resta municipis,baix ebre,False,True
tarragona,delicte,antisemita,home,28,1,2024-03-01,resta municipis,baix ebre,False,True
tarragona,delicte,lgtbi fobia,home,67,1,2024-03-01,resta municipis,baix ebre,False,True
tarragona,delicte,lgtbi fobia,home,44,1,2024-03-01,resta municipis,baix ebre,False,True
tarragona,delicte,lgtbi fobia,home,28,1,2024-03-01,resta municipis,baix ebre,False,True
tarragona,delicte,lgtbi fobia,home,20,1,2024-03-01,resta municipis,baix ebre,False,True
tarragona,delicte,lgtbi fobia,home,44,1,2024-03-01,resta municipis,baix ebre,False,True
tarragona,delicte,lgtbi fobia,home,28,1,2024-03-01,resta municipis,baix ebre,False,True
barcelona,delicte,orientacio politica,home,30,1,2024-03-01,resta municipis,baix llobregat,False,True
girona,delicte,islamofobia,dona,44,1,2024-03-01,resta municipis,alt emporda,True,False
girona,delicte,islamofobia,dona,44,1,2024-03-01,resta municipis,alt emporda,False,True
girona,delicte,islamofobia,home,13,1,2024-03-01,resta municipis,alt emporda,True,False
girona,delicte,islamofobia,home,13,1,2024-03-01,resta municipis,alt emporda,False,True
barcelona,delicte,aporofobia,home,57,1,2024-03-01,resta municipis,barcelones,False,True
barcelona,delicte,aporofobia,home,16,1,2024-03-01,resta municipis,barcelones,True,False
barcelona,delicte,aporofobia,home,17,1,2024-03-01,resta municipis,barcelones,True,False
barcelona,delicte,lgtbi fobia,dona,61,1,2024-03-01,resta municipis,barcelones,True,False
barcelona,delicte,lgtbi fobia,dona,61,1,2024-03-01,resta municipis,barcelones,True,False
barcelona,delicte,lgtbi fobia,dona,61,1,2024-03-01,resta municipis,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,46,1,2024-03-01,resta municipis,barcelones,True,False
lleida,delicte,orientacio politica,home,32,1,2024-03-01,resta municipis,segria,False,True
barcelona,delicte,islamofobia,home,64,1,2024-03-01,resta municipis,maresme,True,False
barcelona,delicte,islamofobia,home,24,1,2024-03-01,resta municipis,maresme,False,True
barcelona,delicte,orientacio politica,dona,48,1,2024-03-01,resta municipis,barcelones,False,True
barcelona,delicte,aporofobia,home,26,1,2024-03-01,resta municipis,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,39,1,2024-03-01,resta municipis,osona,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,16,1,2024-03-01,resta municipis,osona,False,True
barcelona,delicte,lgtbi fobia,home,28,1,2024-03-01,resta municipis,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,18,1,2024-03-01,resta municipis,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,dona,36,1,2024-03-01,resta municipis,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,dona,29,1,2024-03-01,resta municipis,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,27,1,2024-03-01,resta municipis,valles occidental,False,True
barcelona,delicte,lgtbi fobia,home,45,1,2024-03-01,resta municipis,valles occidental,True,False
lleida,altres,etnic/origen nacional/origen racial,home,40,1,2024-03-01,resta municipis,segria,False,True
lleida,altres,etnic/origen nacional/origen racial,home,25,1,2024-03-01,resta municipis,segria,True,False
lleida,altres,etnic/origen nacional/origen racial,home,28,1,2024-03-01,resta municipis,segria,True,False
barcelona,altres,islamofobia,dona,40,1,2024-03-01,resta municipis,valles occidental,False,True
barcelona,altres,islamofobia,dona,32,1,2024-03-01,resta municipis,valles occidental,False,True
lleida,delicte,lgtbi fobia,dona,11,1,2024-03-01,resta municipis,segria,True,False
lleida,delicte,lgtbi fobia,dona,11,1,2024-03-01,resta municipis,segria,False,True
lleida,delicte,lgtbi fobia,dona,13,1,2024-03-01,resta municipis,segria,True,False
lleida,delicte,lgtbi fobia,dona,11,1,2024-03-01,resta municipis,segria,True,False
barcelona,altres,etnic/origen nacional/origen racial,home,39,1,2024-03-01,resta municipis,barcelones,False,True
barcelona,faltes administratives,etnic/origen nacional/origen racial,home,49,1,2024-03-01,resta municipis,baix llobregat,True,False
barcelona,faltes administratives,etnic/origen nacional/origen racial,home,25,1,2024-03-01,resta municipis,baix llobregat,False,True
barcelona,delicte,sexisme,home,22,1,2024-03-01,resta municipis,osona,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,18,1,2024-03-01,resta municipis,baix llobregat,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,18,1,2024-03-01,resta municipis,baix llobregat,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,21,1,2024-03-01,resta municipis,baix llobregat,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,21,1,2024-03-01,resta municipis,baix llobregat,False,True
barcelona,delicte,lgtbi fobia,dona,38,1,2024-03-01,resta municipis,barcelones,False,True
barcelona,delicte,islamofobia,home,64,1,2024-03-01,resta municipis,valles oriental,True,False
barcelona,delicte,islamofobia,home,13,1,2024-03-01,resta municipis,valles oriental,False,True
barcelona,delicte,lgtbi fobia,home,11,1,2024-03-01,resta municipis,bages,True,False
barcelona,delicte,lgtbi fobia,dona,49,1,2024-03-01,resta municipis,bages,False,True
barcelona,delicte,lgtbi fobia,dona,11,1,2024-03-01,resta municipis,bages,False,True
barcelona,delicte,islamofobia,home,68,1,2024-03-01,resta municipis,valles occidental,True,False
barcelona,delicte,islamofobia,home,17,1,2024-03-01,resta municipis,valles occidental,False,True
barcelona,delicte,islamofobia,home,16,1,2024-03-01,resta municipis,valles occidental,False,True
barcelona,delicte,islamofobia,home,16,1,2024-03-01,resta municipis,valles occidental,False,True
tarragona,delicte,etnic/origen nacional/origen racial,home,23,1,2024-03-01,resta municipis,ribera debre,False,True
tarragona,delicte,etnic/origen nacional/origen racial,home,40,1,2024-03-01,resta municipis,ribera debre,True,False
tarragona,delicte,religios,home,23,1,2024-03-01,resta municipis,ribera debre,False,True
tarragona,delicte,religios,home,40,1,2024-03-01,resta municipis,ribera debre,True,False
girona,faltes administratives,lgtbi fobia,dona,71,1,2024-03-01,resta municipis,alt emporda,True,False
girona,faltes administratives,lgtbi fobia,home,33,1,2024-03-01,resta municipis,alt emporda,False,True
girona,faltes administratives,lgtbi fobia,home,25,1,2024-03-01,resta municipis,alt emporda,False,True
girona,faltes administratives,lgtbi fobia,dona,57,1,2024-03-01,resta municipis,alt emporda,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,47,1,2024-03-01,resta municipis,barcelones,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,34,1,2024-03-01,resta municipis,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,47,1,2024-03-01,resta municipis,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,15,1,2024-05-01,resta municipis,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,34,1,2024-03-01,resta municipis,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,30,1,2024-03-01,resta municipis,barcelones,False,True
barcelona,delicte,aporofobia,dona,48,1,2024-03-01,resta municipis,barcelones,False,True
barcelona,delicte,aporofobia,home,43,1,2024-03-01,resta municipis,barcelones,False,True
barcelona,delicte,aporofobia,home,43,1,2024-03-01,resta municipis,barcelones,False,True
barcelona,delicte,aporofobia,home,14,1,2024-03-01,resta municipis,barcelones,True,False
barcelona,delicte,aporofobia,home,13,1,2024-03-01,resta municipis,barcelones,True,False
barcelona,delicte,aporofobia,home,15,1,2024-03-01,resta municipis,barcelones,True,False
barcelona,delicte,aporofobia,home,15,1,2024-03-01,resta municipis,barcelones,True,False
barcelona,delicte,aporofobia,home,45,1,2024-03-01,resta municipis,barcelones,True,False
barcelona,delicte,aporofobia,home,16,1,2024-03-01,resta municipis,barcelones,True,False
barcelona,delicte,aporofobia,home,15,1,2024-03-01,resta municipis,barcelones,True,False
girona,delicte,etnic/origen nacional/origen racial,home,64,1,2024-03-01,resta municipis,baix emporda,False,True
girona,delicte,etnic/origen nacional/origen racial,home,77,1,2024-03-01,resta municipis,baix emporda,True,False
barcelona,delicte,antisemita,dona,67,1,2024-03-01,resta municipis,barcelones,False,True
barcelona,delicte,antisemita,home,32,1,2024-03-01,resta municipis,barcelones,True,False
barcelona,delicte,antisemita,home,45,1,2024-03-01,resta municipis,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,33,1,2024-03-01,resta municipis,barcelones,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,49,1,2024-03-01,resta municipis,barcelones,False,True
barcelona,delicte,orientacio politica,home,50,1,2024-03-01,resta municipis,osona,False,True
girona,delicte,etnic/origen nacional/origen racial,home,32,1,2024-03-01,resta municipis,garrotxa,False,True
girona,delicte,etnic/origen nacional/origen racial,home,67,1,2024-03-01,resta municipis,garrotxa,True,False
girona,delicte,etnic/origen nacional/origen racial,dona,25,1,2024-03-01,resta municipis,garrotxa,False,True
barcelona,delicte,discapacitat fisic/sensorial,home,36,1,2024-03-01,resta municipis,baix llobregat,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,34,1,2024-03-01,resta municipis,valles oriental,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,34,1,2024-03-01,resta municipis,valles oriental,False,True
barcelona,delicte,orientacio politica,home,17,1,2024-03-01,resta municipis,maresme,False,True
barcelona,delicte,lgtbi fobia,home,30,1,2024-03-01,resta municipis,barcelones,False,True
barcelona,delicte,lgtbi fobia,dona,16,1,2024-03-01,resta municipis,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,41,1,2024-05-01,resta municipis,garraf,True,False
barcelona,delicte,islamofobia,dona,27,1,2024-03-01,resta municipis,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,dona,47,1,2024-03-01,resta municipis,valles occidental,True,False
barcelona,delicte,etnic/origen nacional/origen racial,dona,54,1,2024-03-01,resta municipis,valles occidental,False,True
barcelona,delicte,orientacio politica,home,54,1,2024-03-01,resta municipis,osona,False,True
girona,delicte,lgtbi fobia,home,23,1,2024-03-01,resta municipis,girones,False,True
barcelona,delicte,lgtbi fobia,dona,20,1,2024-03-01,resta municipis,barcelones,True,False
barcelona,delicte,lgtbi fobia,dona,22,1,2024-03-01,resta municipis,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,13,1,2024-03-01,resta municipis,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,13,1,2024-03-01,resta municipis,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,22,1,2024-03-01,resta municipis,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,22,1,2024-03-01,resta municipis,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,24,1,2024-03-01,resta municipis,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,32,1,2024-03-01,resta municipis,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,32,1,2024-03-01,resta municipis,barcelones,False,True
barcelona,delicte,islamofobia,dona,52,1,2024-03-01,resta municipis,bages,False,True
barcelona,delicte,islamofobia,dona,25,1,2024-03-01,resta municipis,bages,True,False
barcelona,delicte,islamofobia,dona,23,1,2024-03-01,resta municipis,bages,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,51,1,2024-03-01,resta municipis,barcelones,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,27,1,2024-03-01,resta municipis,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,31,1,2024-03-01,resta municipis,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,20,1,2024-03-01,resta municipis,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,14,1,2024-03-01,resta municipis,baix llobregat,True,False
barcelona,delicte,lgtbi fobia,dona,13,1,2024-03-01,resta municipis,baix llobregat,False,True
barcelona,altres,orientacio politica,dona,79,1,2024-03-01,resta municipis,barcelones,False,True
barcelona,altres,orientacio politica,home,46,1,2024-03-01,resta municipis,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,dona,29,1,2024-03-01,resta municipis,valles oriental,True,False
barcelona,delicte,etnic/origen nacional/origen racial,dona,65,1,2024-03-01,resta municipis,valles oriental,False,True
girona,delicte,etnic/origen nacional/origen racial,home,48,1,2024-03-01,resta municipis,pla de lestany,False,True
girona,delicte,etnic/origen nacional/origen racial,home,49,1,2024-03-01,resta municipis,pla de lestany,True,False
girona,delicte,etnic/origen nacional/origen racial,home,51,1,2024-03-01,resta municipis,pla de lestany,False,True
girona,delicte,etnic/origen nacional/origen racial,dona,47,1,2024-03-01,resta municipis,pla de lestany,False,True
girona,delicte,etnic/origen nacional/origen racial,home,43,1,2024-03-01,resta municipis,pla de lestany,False,True
girona,delicte,etnic/origen nacional/origen racial,dona,72,1,2024-03-01,resta municipis,pla de lestany,False,True
girona,delicte,lgtbi fobia,home,48,1,2024-03-01,resta municipis,pla de lestany,False,True
girona,delicte,lgtbi fobia,home,49,1,2024-03-01,resta municipis,pla de lestany,True,False
girona,delicte,lgtbi fobia,home,51,1,2024-03-01,resta municipis,pla de lestany,False,True
girona,delicte,lgtbi fobia,dona,47,1,2024-03-01,resta municipis,pla de lestany,False,True
girona,delicte,lgtbi fobia,home,43,1,2024-03-01,resta municipis,pla de lestany,False,True
girona,delicte,lgtbi fobia,dona,72,1,2024-03-01,resta municipis,pla de lestany,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,51,1,2024-04-01,resta municipis,maresme,False,True
barcelona,delicte,etnic/origen nacional/origen racial,dona,36,1,2024-04-01,resta municipis,maresme,False,True
barcelona,delicte,lgtbi fobia,home,42,1,2024-04-01,resta municipis,valles occidental,True,False
barcelona,delicte,lgtbi fobia,home,45,1,2024-04-01,resta municipis,valles occidental,False,True
barcelona,delicte,orientacio politica,home,65,1,2024-04-01,resta municipis,valles occidental,True,False
barcelona,delicte,orientacio politica,dona,62,1,2024-04-01,resta municipis,valles occidental,False,True
barcelona,delicte,orientacio politica,dona,31,1,2024-04-01,resta municipis,valles occidental,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,15,1,2024-04-01,resta municipis,valles occidental,True,False
barcelona,delicte,etnic/origen nacional/origen racial,dona,64,1,2024-04-01,resta municipis,valles occidental,False,True
barcelona,delicte,aporofobia,dona,49,1,2024-04-01,resta municipis,barcelones,False,True
girona,delicte,etnic/origen nacional/origen racial,home,31,1,2024-04-01,resta municipis,girones,False,True
tarragona,delicte,islamofobia,home,60,1,2024-04-01,resta municipis,tarragones,False,True
tarragona,delicte,islamofobia,home,43,1,2024-04-01,resta municipis,tarragones,True,False
tarragona,delicte,islamofobia,home,46,1,2024-04-01,resta municipis,tarragones,False,True
barcelona,delicte,lgtbi fobia,dona,25,1,2024-04-01,resta municipis,barcelones,False,True
barcelona,delicte,islamofobia,home,61,1,2024-04-01,resta municipis,barcelones,True,False
barcelona,delicte,islamofobia,home,29,1,2024-04-01,resta municipis,barcelones,False,True
barcelona,delicte,islamofobia,home,34,1,2024-04-01,resta municipis,barcelones,False,True
barcelona,delicte,islamofobia,dona,39,1,2024-04-01,resta municipis,barcelones,False,True
tarragona,faltes administratives,etnic/origen nacional/origen racial,home,54,1,2024-04-01,resta municipis,alt camp,False,True
tarragona,faltes administratives,etnic/origen nacional/origen racial,home,999,1,2024-04-01,resta municipis,alt camp,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,70,1,2024-04-01,resta municipis,barcelones,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,40,1,2024-04-01,resta municipis,barcelones,False,True
lleida,faltes administratives,lgtbi fobia,home,26,1,2024-04-01,resta municipis,val daran,False,True
barcelona,delicte,etnic/origen nacional/origen racial,dona,41,1,2024-04-01,resta municipis,osona,True,False
barcelona,delicte,etnic/origen nacional/origen racial,dona,41,1,2024-04-01,resta municipis,osona,False,True
barcelona,delicte,etnic/origen nacional/origen racial,dona,36,1,2024-04-01,resta municipis,osona,True,False
barcelona,delicte,etnic/origen nacional/origen racial,dona,36,1,2024-04-01,resta municipis,osona,False,True
girona,delicte,etnic/origen nacional/origen racial,dona,23,1,2024-04-01,resta municipis,girones,False,True
girona,delicte,etnic/origen nacional/origen racial,home,23,1,2024-04-01,resta municipis,girones,True,False
girona,delicte,etnic/origen nacional/origen racial,home,29,1,2024-04-01,resta municipis,girones,True,False
barcelona,delicte,lgtbi fobia,home,32,1,2024-04-01,resta municipis,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,30,1,2024-04-01,resta municipis,barcelones,True,False
barcelona,delicte,lgtbi fobia,dona,23,1,2024-04-01,resta municipis,barcelones,False,True
barcelona,delicte,lgtbi fobia,dona,29,1,2024-04-01,resta municipis,barcelones,False,True
barcelona,delicte,lgtbi fobia,dona,25,1,2024-04-01,resta municipis,barcelones,False,True
lleida,delicte,lgtbi fobia,home,50,1,2024-04-01,resta municipis,segria,True,False
lleida,delicte,lgtbi fobia,home,19,1,2024-04-01,resta municipis,segria,True,False
lleida,delicte,lgtbi fobia,home,19,1,2024-04-01,resta municipis,segria,False,True
barcelona,delicte,lgtbi fobia,home,20,1,2024-04-01,resta municipis,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,32,1,2024-04-01,resta municipis,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,20,1,2024-04-01,resta municipis,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,22,1,2024-04-01,resta municipis,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,21,1,2024-04-01,resta municipis,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,26,1,2024-04-01,resta municipis,barcelones,False,True
barcelona,delicte,orientacio politica,home,49,1,2024-04-01,resta municipis,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,49,1,2024-04-01,resta municipis,barcelones,True,False
barcelona,delicte,etnic/origen nacional/origen racial,home,17,1,2024-04-01,resta municipis,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,47,1,2024-04-01,resta municipis,barcelones,True,False
barcelona,delicte,etnic/origen nacional/origen racial,dona,42,1,2024-04-01,resta municipis,barcelones,True,False
barcelona,delicte,lgtbi fobia,dona,42,1,2024-04-01,resta municipis,valles occidental,True,False
barcelona,delicte,lgtbi fobia,home,42,1,2024-04-01,resta municipis,valles occidental,True,False
barcelona,delicte,lgtbi fobia,dona,23,1,2024-04-01,resta municipis,valles occidental,False,True
barcelona,delicte,lgtbi fobia,home,22,1,2024-04-01,resta municipis,valles occidental,True,False
barcelona,delicte,lgtbi fobia,dona,19,1,2024-04-01,resta municipis,valles occidental,False,True
barcelona,delicte,lgtbi fobia,home,14,1,2024-04-01,resta municipis,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,18,1,2024-04-01,resta municipis,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,18,1,2024-04-01,resta municipis,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,999,1,2024-04-01,resta municipis,barcelones,False,True
barcelona,delicte,lgtbi fobia,home,16,1,2024-04-01,resta municipis,barcelones,True,False
barcelona,delicte,orientacio politica,dona,60,1,2024-04-01,resta municipis,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,dona,41,1,2024-04-01,resta municipis,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,dona,8,1,2024-04-01,resta municipis,barcelones,False,True
barcelona,delicte,lgtbi fobia,dona,45,1,2024-04-01,resta municipis,osona,True,False
barcelona,delicte,lgtbi fobia,dona,45,1,2024-04-01,resta municipis,osona,False,True
barcelona,delicte,lgtbi fobia,home,36,1,2024-04-01,resta municipis,osona,False,True
barcelona,delicte,lgtbi fobia,dona,15,1,2024-04-01,resta municipis,osona,False,True
barcelona,delicte,lgtbi fobia,dona,15,1,2024-04-01,resta municipis,osona,True,False
barcelona,delicte,lgtbi fobia,dona,15,1,2024-04-01,resta municipis,osona,True,False
barcelona,delicte,lgtbi fobia,dona,15,1,2024-04-01,resta municipis,osona,False,True
girona,delicte,orientacio politica,dona,33,1,2024-04-01,resta municipis,selva,False,True
tarragona,faltes administratives,sexisme,dona,48,1,2024-04-01,resta municipis,ribera debre,False,True
tarragona,faltes administratives,sexisme,home,35,1,2024-04-01,resta municipis,ribera debre,True,False
barcelona,delicte,lgtbi fobia,dona,14,1,2024-04-01,resta municipis,valles occidental,True,False
barcelona,delicte,lgtbi fobia,home,13,1,2024-04-01,resta municipis,valles occidental,False,True
barcelona,delicte,lgtbi fobia,home,13,1,2024-04-01,resta municipis,valles occidental,True,False
barcelona,delicte,lgtbi fobia,home,49,1,2024-04-01,resta municipis,barcelones,True,False
barcelona,delicte,lgtbi fobia,home,47,1,2024-04-01,resta municipis,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,49,1,2024-04-01,resta municipis,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,home,33,1,2024-04-01,resta municipis,barcelones,True,False
barcelona,delicte,etnic/origen nacional/origen racial,dona,21,1,2024-04-01,resta municipis,barcelones,False,True
tarragona,delicte,lgtbi fobia,dona,60,1,2024-04-01,resta municipis,baix camp,False,True
tarragona,delicte,lgtbi fobia,home,38,1,2024-04-01,resta municipis,baix camp,True,False
lleida,delicte,islamofobia,home,42,1,2024-06-01,resta municipis,segria,False,True
barcelona,altres,islamofobia,dona,26,1,2024-04-01,resta municipis,barcelones,False,True
barcelona,delicte,etnic/origen nacional/origen racial,dona,35,1,2024-04-01,resta municipis,barcelones,False,True
barcelona,delicte,islamofobia,dona,29,1,2024-04-01,resta municipis,valles occidental,True,False
barcelona,delicte,islamofobia,dona,29,1,2024-04-01,resta municipis,valles occidental,False,True
barcelona,delicte,islamofobia,dona,34,1,2024-04-01,resta municipis,valles occidental,True,False
barcelona,delicte,islamofobia,dona,34,1,2024-04-01,resta municipis,valles occidental,False,True
barcelona,delicte,islamofobia,dona,25,1,2024-04-01,resta municipis,valles occidental,True,False
barcelona,delicte,islamofobia,dona,25,1,2024-04-01,resta municipis,valles occidental,False,True
barcelona,delicte,islamofobia,dona,27,1,2024-04-01,resta municipis,valles occidental,True,False
